Unnamed: 0,Unnamed: 1,Kode,Mata Kuliah,SKS,No Kelas,Kuota,Dosen,Keterangan & Batasan,Jadwal (Hari / Tanggal / Waktu / Ruang / Kegiatan / Metode)
,16,II3220,Tata Kelola Teknologi Informasi,3,2,70,Kridanto Surendro,Batasan:  Semester 6 / 7 / 8,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  07.00  -  08.00  /  Multimedia  /  Kuliah /  Tatap Muka
,17,II3220,Tata Kelola Teknologi Informasi,3,3,40,Kridanto Surendro,Batasan:  Prodi 182  Semester 6 / 7 / 8,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  18 Mar 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  07.00  -  08.00  /  Lecture II  /  Kuliah /  Tatap Muka
,18,II3230,Keamanan Informasi,3,1,70,Budi Rahardjo,,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Hybrid Senin  /  13 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  08.00  -  09.00  /  -  /  Kuliah /  Hybrid Senin  /  20 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Hybrid Senin  /  11 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Hybrid Rabu  /  20 Mei 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  08.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka
,19,II3230,Keamanan Informasi,3,2,70,Hari Purnama,,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  08.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Tatap Muka
,20,II3230,Keamanan Informasi,3,3,40,Yusuf Kurniawan,Batasan:  Semester 6 / 7 / 8,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  9 Mar 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  09.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka
,21,II3240,Rekayasa Sistem dan Teknologi Informasi,4,1,70,Suhardi,Batasan:  Prodi 182  Semester 6 / 7 / 8,Edunex  -  MS Teams  Selasa  /  10 Feb 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  13 Feb 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  17 Feb 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Jumat  /  20 Feb 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  24 Feb 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  27 Feb 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  3 Mar 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  6 Mar 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  10 Mar 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  13 Mar 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Online / E-Learning Selasa  /  17 Mar 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Online / E-Learning Jumat  /  20 Mar 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  24 Mar 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  27 Mar 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  31 Mar 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  3 Apr 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  14 Apr 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  17 Apr 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  21 Apr 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  24 Apr 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Online / E-Learning Selasa  /  28 Apr 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  1 Mei 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  5 Mei 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  8 Mei 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  12 Mei 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  15 Mei 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  19 Mei 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  22 Mei 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka Selasa  /  26 Mei 2026  /  08.00  -  10.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  29 Mei 2026  /  07.00  -  09.00  /  7601  /  Kuliah /  Tatap Muka
,22,II3240,Rekayasa Sistem dan Teknologi Informasi,4,2,70,Y. Bandung,Batasan:  Prodi 182  Semester 6 / 7 / 8,Edunex  -  MS Teams  Selasa  /  10 Feb 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  13 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  20 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Tampilkan semua  Selasa  /  24 Feb 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  27 Feb 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  3 Mar 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  6 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  10 Mar 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  13 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  17 Mar 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Online / E-Learning Jumat  /  27 Mar 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Online / E-Learning Selasa  /  31 Mar 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  14 Apr 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  17 Apr 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  21 Apr 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  24 Apr 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  28 Apr 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  5 Mei 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Online / E-Learning Jumat  /  8 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  12 Mei 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  19 Mei 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Online / E-Learning Jumat  /  22 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka Selasa  /  26 Mei 2026  /  08.00  -  10.00  /  Multimedia  /  Kuliah /  Tatap Muka Jumat  /  29 Mei 2026  /  07.00  -  09.00  /  Multimedia  /  Kuliah /  Tatap Muka
,23,II3240,Rekayasa Sistem dan Teknologi Informasi,4,3,40,Albarda,Batasan:  Prodi 182  Semester 6 / 7 / 8,Edunex  -  MS Teams  Selasa  /  10 Feb 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Jumat  /  13 Feb 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  08.00  -  10.00  /  -  /  Kuliah /  Tatap Muka Tampilkan semua  Selasa  /  24 Feb 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  3 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  10 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  17 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Jumat  /  20 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  24 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Jumat  /  27 Mar 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  31 Mar 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  14 Apr 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  21 Apr 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  08.00  -  19.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  28 Apr 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  5 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  12 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  19 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  26 Mei 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Jumat  /  29 Mei 2026  /  07.00  -  09.00  /  Lecture II  /  Kuliah /  Tatap Muka
,24,II4012,Inteligensi Artifisial untuk Bisnis,3,1,50,Windy Gambetta,Batasan:  Semester 5 / 6 / 7 / 8,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  12 Feb 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  19 Feb 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  2 Apr 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  12.30  -  15.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  13.00  -  15.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  15.00  -  16.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  13.00  -  15.00  /  7604  /  Kuliah /  Tatap Muka
,25,II4012,Inteligensi Artifisial untuk Bisnis,3,2,50,Masayu Leylia Khodra,Batasan:  Semester 5 / 6 / 7 / 8,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  12 Feb 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  19 Feb 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  12.30  -  15.00  /  9308  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  13.30  -  16.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  15.00  -  16.00  /  7603  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  13.00  -  15.00  /  7603  /  Kuliah /  Tatap Muka
