Unnamed: 0,Unnamed: 1,Kode,Mata Kuliah,SKS,No Kelas,Kuota,Dosen,Keterangan & Batasan,Jadwal (Hari / Tanggal / Waktu / Ruang / Kegiatan / Metode)
,26,II4013,Data Analytics,3,1,78,Jaka Sembiring  Fetty Fitriyanti Lubis,Batasan:  Semester 5 / 6 / 7 / 8,Edunex  -  MS Teams  Selasa  /  10 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  17 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  11.00  -  12.00  /  -  /  Kuliah /  Tatap Muka Selasa  /  24 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  3 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  10 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  17 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  18 Mar 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  24 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  31 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  14 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  21 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  28 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  5 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  12 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  19 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka Selasa  /  26 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  11.00  -  12.00  /  7606  /  Kuliah /  Tatap Muka
,27,II4021,Kriptografi,3,1,70,Rinaldi,,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  18 Feb 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  13.00  -  15.00  /  Multimedia  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  12.00  -  13.00  /  Multimedia  /  Kuliah /  Tatap Muka
,28,II4022,Rekayasa Privasi Digital,3,1,70,Suhardi  Arry Akhmad Arman,Batasan:  Semester 5 / 6 / 7 / 8,Edunex  -  MS Teams  Selasa  /  10 Feb 2026  /  16.00  -  17.00  /  7604  /  Kuliah /  Tatap Muka Kamis  /  12 Feb 2026  /  10.00  -  12.00  /  7604  /  Kuliah /  Tatap Muka Selasa  /  17 Feb 2026  /  16.00  -  17.00  /  7604  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  19 Feb 2026  /  10.00  -  12.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  15.00  -  18.00  /  -  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  2 Mar 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  15.00  -  18.00  /  7604  /  Kuliah /  Tatap Muka
,29,II4024,Hukum Siber,3,1,100,Suhardi  Ian Josef Matheus Edward,,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  15.00  -  17.00  /  7604  /  Kuliah /  Tatap Muka Rabu  /  11 Feb 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  25 Feb 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  4 Mar 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  15.00  -  18.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  15.00  -  18.00  /  9015  /  Kuliah /  Tatap Muka
,30,II4051,Manajemen Produk,2,1,70,Adi Mulyanto,Batasan:  Prodi 182  Semester 5 / 6 / 7 / 8,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  4 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  13.00  -  15.00  /  7606  /  Kuliah /  Tatap Muka
,31,II4091,Proposal Tugas Akhir,2,1,70,Fetty Fitriyanti Lubis  Lenny Putri Yulianti  Arry Akhmad Arman,Batasan:  Prodi 182  Semester 7 / 8,Edunex  -  MS Teams  Jumat  /  13 Feb 2026  /  13.00  -  14.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  13 Feb 2026  /  13.00  -  15.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  20 Feb 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Jumat  /  6 Mar 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  13 Mar 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Online / E-Learning Jumat  /  20 Mar 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  27 Mar 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  3 Apr 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  10 Apr 2026  /  07.00  -  08.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  17 Apr 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  24 Apr 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  1 Mei 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  8 Mei 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  15 Mei 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  22 Mei 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  29 Mei 2026  /  13.00  -  15.00  /  7601  /  Kuliah /  Tatap Muka
,32,II4092,Tugas Akhir,4,1,80,Fetty Fitriyanti Lubis  Arry Akhmad Arman,Batasan:  Prodi 182  Semester 7 / 8,Edunex  -  MS TeamsBelum ada
,33,II4092,Tugas Akhir,4,2,80,Lenny Putri Yulianti  Arry Akhmad Arman,Batasan:  Prodi 182  Semester 7 / 8,Edunex  -  MS TeamsBelum ada
,34,WI2022,Manajemen Proyek,2,17,70,Arry Akhmad Arman,Batasan:  Prodi 182,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  4 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  18 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  27 Mei 2026  /  09.00  -  11.00  /  7601  /  Kuliah /  Tatap Muka
,35,WI2022,Manajemen Proyek,2,18,70,I Gusti Bagus Baskara Nugraha,Batasan:  Prodi 182,Edunex  -  MS Teams  Jumat  /  13 Feb 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  20 Feb 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  27 Feb 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Tampilkan semua  Jumat  /  6 Mar 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  13 Mar 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  27 Mar 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Online / E-Learning Rabu  /  1 Apr 2026  /  09.00  -  11.00  /  -  /  Kuliah /  Online / E-Learning Jumat  /  17 Apr 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  24 Apr 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Online / E-Learning Jumat  /  8 Mei 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  09.00  -  11.00  /  Multimedia  /  Kuliah /  Online / E-Learning Jumat  /  22 Mei 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka Jumat  /  29 Mei 2026  /  16.00  -  18.00  /  7601  /  Kuliah /  Tatap Muka
,36,WI2022,Manajemen Proyek,2,19,40,Albarda,Batasan:  Prodi 182,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  08.00  -  10.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  24 Feb 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  3 Mar 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Tampilkan semua  Selasa  /  10 Mar 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  31 Mar 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Rabu  /  8 Apr 2026  /  08.30  -  10.20  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  21 Apr 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  28 Apr 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  5 Mei 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  12 Mei 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  19 Mei 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka Selasa  /  26 Mei 2026  /  10.00  -  12.00  /  Lecture II  /  Kuliah /  Tatap Muka
,1,TA2101,Mekanika Teknik,2,1,100,Ganda Marihot Simangunsong  Sendy Dwiki,Batasan:  Prodi 121 Kelas Ganesha  Kampus  Ganesha,Edunex  -  MS Teams  Rabu  /  3 Sep 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  10 Sep 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  17 Sep 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  22 Sep 2025  /  15.00  -  17.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  24 Sep 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  1 Okt 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  8 Okt 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Selasa  /  14 Okt 2025  /  07.00  -  09.00  /  9131  /  Kuliah /  Tatap Muka Rabu  /  15 Okt 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  22 Okt 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Selasa  /  28 Okt 2025  /  07.00  -  09.00  /  9125  /  Kuliah /  Tatap Muka Rabu  /  29 Okt 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  5 Nov 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  12 Nov 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  19 Nov 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  26 Nov 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  3 Des 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Rabu  /  10 Des 2025  /  15.00  -  17.00  /  9401  /  Kuliah /  Tatap Muka Jumat  /  19 Des 2025  /  07.00  -  10.00  /  9221  /  UAS /  Tatap Muka
,2,TA2101,Mekanika Teknik,2,2,100,Simon Heru Prassetyo  Ginting Jalu Kusuma,Batasan:  Strata S1  Kampus  Ganesha,Edunex  -  MS Teams  Rabu  /  3 Sep 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  10 Sep 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  17 Sep 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  24 Sep 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  1 Okt 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Selasa  /  14 Okt 2025  /  15.00  -  17.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  15 Okt 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Selasa  /  28 Okt 2025  /  07.00  -  09.00  /  -  /  Kuliah /  Tatap Muka Rabu  /  29 Okt 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  5 Nov 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  12 Nov 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  19 Nov 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  26 Nov 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  3 Des 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Rabu  /  10 Des 2025  /  15.00  -  17.00  /  9403  /  Kuliah /  Tatap Muka Jumat  /  19 Des 2025  /  07.00  -  10.00  /  9222  /  UAS /  Tatap Muka
,3,TA2101,Mekanika Teknik,2,3,75,Tri Karian  Ahmad Ihsan  Intan Nurul Rizki  Ignatius Klemens Dwika Paramananda,Batasan:  Strata S1  Kampus  Cirebon,Edunex  -  MS Teams  Jumat  /  5 Sep 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  12 Sep 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  19 Sep 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Tampilkan semua  Jumat  /  26 Sep 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  3 Okt 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  10 Okt 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  17 Okt 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  24 Okt 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  31 Okt 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  7 Nov 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  14 Nov 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  21 Nov 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  28 Nov 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  5 Des 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  12 Des 2025  /  09.00  -  11.00  /  -  /  Kuliah /  Tatap Muka Jumat  /  19 Des 2025  /  07.00  -  10.00  /  -  /  UAS /  Tatap Muka
,4,TA2102,"Kristal, Mineral, dan Batuan",3,1,90,Irwan Iskandar  Andy Yahya Al Hakim,Batasan:  Strata S1  Kampus  Ganesha,Edunex  -  MS Teams  Senin  /  1 Sep 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  8 Sep 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  15 Sep 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  22 Sep 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  29 Sep 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  6 Okt 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  13 Okt 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  20 Okt 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  27 Okt 2025  /  15.00  -  18.00  /  9222  /  UTS /  Tatap Muka Rabu  /  29 Okt 2025  /  13.00  -  15.00  /  9131  /  UTS /  Tatap Muka Senin  /  3 Nov 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  10 Nov 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  17 Nov 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  24 Nov 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  1 Des 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Sabtu  /  6 Des 2025  /  08.00  -  09.30  /  -  /  Kuliah /  Tatap Muka Senin  /  8 Des 2025  /  15.00  -  18.00  /  9222  /  Kuliah /  Tatap Muka Senin  /  15 Des 2025  /  09.15  -  12.15  /  9212  /  UAS /  Tatap Muka
,5,TA2102,"Kristal, Mineral, dan Batuan",3,2,90,Agus Haris Widayat  Tomy Alvin Rivai,Batasan:  Strata S1  Kampus  Ganesha,Edunex  -  MS Teams  Senin  /  1 Sep 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Online / E-Learning Senin  /  8 Sep 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  15 Sep 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  22 Sep 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  29 Sep 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  6 Okt 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  13 Okt 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  20 Okt 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Rabu  /  29 Okt 2025  /  13.00  -  15.00  /  -  /  UTS /  Tatap Muka Senin  /  3 Nov 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  10 Nov 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  17 Nov 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  24 Nov 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  1 Des 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  8 Des 2025  /  15.00  -  18.00  /  9221  /  Kuliah /  Tatap Muka Senin  /  15 Des 2025  /  09.15  -  12.15  /  9213  /  UAS /  Tatap Muka
